SentId	Sentences	Class
160179	"More recent trials such as COURAGE included such therapies, but did not specifically look at patients with proximal LAD disease."	1
160180	"Isolated proximal stenosis of the LAD is NOT an absolute indication for CABG, since there does not appear to be a survival benefit compared to medical therapy."	0
160181	"This issue was addressed in a retrospective analysis of 1188 patients with one vessel, proximal LAD disease who were followed for a median of 5.7 years after initial treatment."	1
160182	"CABG using the left internal mammary artery was associated with a significant reduction in the composite endpoint of freedom from death, myocardial infarction or the need for repeat procedures compared to medical therapy (hazard ratio 0.48, 95% CI 0.23-0.64), but no significant improvement in adjusted survival (hazard ratio 0.74, 95% CI 0.44-1.23) at more than one year."	0
160183	Current recommended therapies such as statins were not routinely employed in these patients.	0
160184	"For patients with multivessel coronary artery disease (CAD) and proximal LAD disease, most of the randomized trial data evaluating survival come from surgical trials comparing CABG to medical therapy that were performed more than 25 years ago."	1
160185	CABG was associated with better outcomes than medical therapy in patients with left ventricular dysfunction or three vessel disease.	1
160186	"In a 1994 meta-analysis of trials comparing medical and surgical therapy in patients with stable coronary disease, 59 percent of randomized patients had significant disease of the proximal LAD."	1
160187	"The following findings were noted: Among patients with one or two vessel disease, including the proximal LAD, CABG was associated with a significant reduction in five-year mortality (9 versus 15 percent with medical therapy, odds ratio 0.58)."	1
160188	"In comparison, patients with one or two vessel disease without proximal LAD involvement did equally well with medical therapy."	1
160189	"Among patients with left main or three vessel disease, there was a significant reduction in five-year mortality with CABG that was seen in patients with or without proximal LAD disease (odds ratio compared to medical therapy 0.32 and 0.58)."	1
160190	"For patients treated surgically, internal mammary artery grafts are the conduits of choice given the increases in long-term graft patency and patient survival compared to saphenous vein grafts in randomized trials  ."	1
160191	There are no randomized trials specifically comparing PCI with stenting to medical therapy in stable patients with isolated LAD disease.	1
160192	"Thus, decisions regarding PCI are based upon extrapolations from trials comparing medical therapy with PCI in broader populations."	0
160193	"For many patients with significant proximal LAD disease, the decision to choose medical or revascularization therapy is similar to the broad group of patients with coronary artery disease."	1
160194	Revascularization is preferred in patients with proximal LAD disease in the following settings: Medical therapy has not satisfactorily improved anginal symptoms or is not tolerated.	1
160195	"High-risk criteria are present, such as a large amount of viable myocardium at risk as determined by noninvasive imaging or suggested by a strongly positive treadmill test or significant underlying left ventricular dysfunction."	0
160196	"This is extrapolated from numerous randomized trials that indicate that revascularization improves outcomes in similar patients with stable angina, compared to medical therapy."	1
160197	This evidence is discussed in detail separately.	0
160198	Initial studies compared CABG to percutaneous transluminal coronary angioplasty (PTCA).	0
160199	Long-term survival was similar but revascularization rates were higher with PTCA compared to CABG in the broad group of patients with multivessel disease.	1
160200	"However, PTCA without stenting is now rarely performed."	0
160201	There have been a number of randomized trials comparing CABG to PTCA among patients with multivessel disease.	1
160202	"In each of these trials, as well as in a meta-analysis, early outcomes, particularly mortality, have been equivalent, as have late-term survival and freedom from MI."	0
160203	"The only significant difference has been the higher frequency of repeat revascularization procedures following PTCA, generally because of restenosis."	0
160204	"However, extrapolation to current practice is uncertain because of the more recent use of stents, especially drug-eluting stents, and the increasing availability of newer techniques to minimize or even prevent restenosis."	0
160205	"When percutaneous coronary intervention (PCI) with stenting is performed, drug-eluting stents (DES) are preferred in most patients because of a marked reduction in the incidence of restenosis compared to bare metal stents (BMS), including patients with proximal LAD disease."	0
160206	"The efficacy of DES compared to BMS can be illustrated by the following observations: In a post hoc analysis of data from the SIRIUS trial, 459 patients with an LAD stenosis were randomly assigned to either a sirolimus-eluting stent or a BMS."	1
160207	"Use of the sirolimus-eluting stent was associated with significant reductions in the incidence of angiographic LAD restenosis (2 versus 42 percent at eight months) and the incidence of major adverse events (death, myocardial infarction, or target lesion revascularization, 10 versus 25 percent at one year)."	0
160208	Similar benefits were noted among the subset of 536 patients with an LAD lesion in the TAXUS IV trial who were randomly assigned to either a paclitaxel stent or a BMS.	1
160209	"At one year, the paclitaxel stent was associated with significant reductions in target vessel revascularization (7.9 versus 18.6 percent) and the need for CABG (2.6 versus 6.3 percent)."	0
160210	An adverse effect of DES compared to BMS is a significantly higher (but still low) rate of stent thrombosis once P2Y12 receptor blocker therapy is discontinued.	0
160211	"The major stent versus CABG trials in patients with multivessel disease have shown similar long term survival, but higher rates of repeat target vessel revascularization with stents."	1
160212	"Although these outcomes after either CABG or stenting have not been well studied in patients with multivessel disease involving the LAD, some evidence is available from subgroup analyses of such patients enrolled in registries and randomized trials."	1
160213	Few of these patients had a left ventricular ejection fraction <30 percent.	0
160214	"The following are representative comparisons of BMS or DES to CABG, each of which evaluated patients with multivessel disease involving the proximal LAD: A registry study of over 60,000 patients found that CABG compared to BMS was associated with a significantly higher rate of three-year risk-adjusted survival (adjusted hazard ratio 0.64) and a much lower rate of target vessel revascularization."	1
160215	"In subgroup analyses of the ERACI II and ARTS I randomized trials, both of which compared CABG to BMS in patients eligible for both procedures, survival at up to three years was comparable, although the rate of revascularization was significantly higher with BMS."	1
160216	"In the ARTS-II study which compared DES to a similar historical population in the CABG arm of the ARTS-I trial, the rate of the primary composite endpoint (all-cause death, nonfatal MI, nonfatal cerebrovascular accident or any repeat revascularization) was not significantly different with CABG (ARTS-I) and DES (ARTS-II) (15 versus 18 percent)."	0
160217	"Among the secondary endpoints, DES were associated with significantly lower rates of death (1.4 versus 5.3 percent), death or nonfatal myocardial infarction (3.1 versus 9.7 percent), and a significantly higher rate of repeat revascularization (13.1 versus 5.3 percent)."	0
160218	The SYNTAX trial randomly assigned 1800 patients with three-vessel or left main coronary artery disease to either CABG or PCI with DES.	1
160219	All patients were eligible for either procedure and were treated with the intention of complete revascularization.	0
160220	"After 12 months of follow up, the composite primary endpoint (death from any cause, stroke, MI or repeat revascularization) was significantly higher in the PCI group (17.8 versus 12.4 percent)."	0
160221	This result was driven by primarily by more frequent revascularization with PCI (13.5 versus 5.9 percent).	0
160222	Patients with lower SYNTAX scores had lower event rates than those with intermediate or high scores.	1
160223	"Secondary analyses suggested that among patients with low SYNTAX scores, the clinical outcomes were comparable with PCI and CABG, whereas in patients with higher SYNTAX score outcomes were better with CABG."	1
160224	"Stenting of the proximal LAD lesion can be performed with a low incidence of major complications, and late results are superior to balloon angioplasty, with an approximate 10 percent absolute reduction in restenosis."	0
160225	"However, the need for revascularization is still lower with CABG than with stenting."	0
160226	"This was illustrated in the SIMA trial that compared bare-metal stenting to CABG using an internal mammary artery in 123 patients with a proximal, isolated LAD stenosis."	1
160227	"After a 2.4 year follow-up, there was no difference in the incidence of death and MI (7 percent in each group) but the need for repeat revascularization was significantly less with CABG (24 versus 0 percent)."	0
160228	This benefit of CABG was maintained at ten year follow-up (17 versus 42 percent).	0
160229	"The concerns about restenosis after PCI are likely to diminish with the availability of drug-eluting stents, which markedly reduce the rate of restenosis."	0
160230	"One small observational study of patients with isolated, proximal LAD disease (left ventricular ejection fraction greater than 30 percent) who underwent CABG using a left internal mammary graft or DES, found a similar rate (2.7 percent) of major adverse cardiovascular events during a mean follow-up of nearly 19 months."	1
160231	"In the patient with severe single vessel disease involving only the proximal LAD, an important consideration is that the patient has to share in the decision making."	1
160232	The patient should be told that a revascularization strategy is preferable to medical therapy alone and that both surgery and PCI are associated with only small risks that are equivalent to each other over the long term.	0
160233	The only differences between the two approaches are: The more invasive approach with surgery with need for cardiopulmonary bypass and its attendant neurologic sequelae and small increased risk of infection.	0
160234	Minimally invasive beating heart surgery is a less morbid alternative that is not widely used.	0
160235	"It remains to be seen if the long-term results with this approach will be equivalent to those with conventional surgery, regardless of whether surgery is performed on or off-pump."	0
160236	The higher chance of requiring one or more subsequent procedures if PCI is chosen.	0
160237	"Thus, the patient must accept the possibility of another revascularization procedure in the future."	0
160238	"However, this disadvantage has diminished with the availability of drug-eluting stents that markedly reduce the incidence of restenosis."	0
160239	"Complex lesions of the proximal LAD, such as ostial location, diffuse disease, or bifurcation lesions, require that the patient be made aware of the greater risk with PCI."	0
160240	Minimally invasive and off-pump (OP) CABG reduce the morbidity associated with standard CABG.	0
160241	Randomized trials using a lateral or anterolateral thoracotomy (MID CABG) in patients with isolated LAD stenosis have suggested that this surgical approach is associated with equivalent mortality but better symptom control and a lower rate of target vessel revascularization than percutaneous coronary intervention (PCI) with bare metal stents.	1
160242	A randomized trial comparing PCI with DES to minimally invasive direct coronary artery bypass surgery (MIDCAB) evaluated outcomes in 130 patients with isolated proximal LAD disease.	1
160243	"The primary clinical endpoint was freedom from death, myocardial infarction, or the need for target vessel revascularization."	0
160244	"At one year, PCI with DES was noninferior to MIDCAB, with an event rate of 7.7 percent in both groups."	0
160245	"Patients who received PCI had a higher rate of revascularization (6.2 versus 0 percent), while those who received MIDCAB had a higher rate of MI (7.7 versus 1.5 percent), most of which was periprocedural."	1
160246	Insufficient evidence exists to allow for specific recommendations regarding OP CABG in this setting.	0
160247	"Prior to comparing percutaneous coronary intervention (PCI) with CABG, a few points regarding the anatomy of the LAD as well as potential obstacles to a satisfactory outcome with PCI need to be made: The proximity of an LAD lesion to the left main coronary artery (LMCA) is a determinant of outcome."	0
160248	Lesions >=3 mm distal to the LMCA can usually be safely treated without significant risk to the LMCA.	0
160249	True ostial lesions have been defined as lesions within 3 mm ).	0
160250	The proximity of these lesions to the left main will inevitably result in at least some injury to the distal LMCA by the inflated balloon and/or the stent.	0
160251	"No immediate untoward effects should be anticipated if there is a large caliber left main, particularly without any visible distal disease, calcification, or ostial left circumflex disease."	0
160252	"Complex bifurcation lesions involving the proximal LAD can include ostial LAD disease adjacent to disease involving the ostium of the left circumflex, a large ramus intermedius, or the first diagonal branch )."	0
160253	In addition higher rates of stent thrombosis are observed with bifurcation stent procedures.	0
160254	The management of bifurcation lesions is discussed separately.	0
160255	"In summary, PCI can usually be performed with a high chance of success and low risk of complications in proximal LAD disease."	0
160256	"When faced with more complex lesions such as true ostial location, particularly with involvement of the distal LMCA adjacent circumflex ostial disease, or complex bifurcation lesions involving a large first diagonal branch, consideration of surgical revascularization should be made."	0
160257	Complex LAD-diagonal bifurcation lesions and ostial LAD lesions that are flush with the distal left main should only be attempted by highly experienced operators in institutions with cardiac surgical facilities.	0
160258	Elderly patients who require emergency surgery for failed PCI have an extremely high operative risk.	1
160259	"Thus, surgical revascularization with an internal thoracic artery may be preferable for very complex LAD lesions, particularly if no serious comorbid conditions are present, including chronic renal insufficiency and peripheral vascular disease."	0
160260	"However, need for emergency CABG in the current era is uncommon (<1 percent)."	0
160261	"In patients of advanced age in whom prolonged survival is unlikely, the risk of progressive disease that requires repeat surgery is probably low, particularly with aggressive risk factor modification."	1
160262	PCI options can be used if repeat revascularization is necessary.	0
160263	"Repeat revascularization in patients with prior bypass surgery is most likely to improve survival in subjects at highest risk, such as those with obstruction of the proximal LAD artery and extensive anterior ischemia."	1
160264	Patients with ischemia in other locations and those with a patent LIMA to the LAD artery are unlikely to experience a survival benefit from repeat revascularization.	1
160265	"Surgery might be preferred in patients with complex, proximal LAD disease with other unfavorable lesions (eg, chronic total occlusion in another vessel)."	1
160266	"Other patient and angiographic characteristics also may affect the decision such as age, left ventricular dysfunction, and diabetes mellitus (in which the outcome may be better with CABG)."	1
160267	The following guidelines include recommendations for the management of patients with proximal LAD disease.	1
160268	"Recommendations made in these guidelines do not differ significantly from those made in this topic review, except as noted: 2011 American College of Cardiology Foundation/American Heart Association/Society of Cardiovascular Angiography and Intervention guideline for percutaneous coronary intervention."	0
160269	2011 American College of Cardiology Foundation/American Heart Association guideline for coronary artery bypass graft surgery (CABG).	0
160270	2010 European Society of Cardiology guidelines on myocardial revascularization.	0
160271	"This document recommends revascularization to improve prognosis for significant proximal LAD disease, which is defined as any lesion with >50 percent stenosis and documented ischemia or fractional flow reserve <=0.80 for angiographic diameter stenoses 50 to 90 percent."	0
160272	The general approach to patients with proximal left anterior descending coronary artery (LAD) disease is similar to that of all patients with coronary heart disease.	1
160273	This should include appropriate secondary prevention strategies and risk stratification.	0
160274	Many patients with severe narrowing of the proximal left anterior descending coronary artery (LAD) have either a large amount of potentially ischemic myocardium or a left ventricular ejection fraction less than 50 percent.	1
160275	Most such patients have improved outcomes of either survival or improved quality of life with revascularization therapies as opposed to optimal medical therapy.	0
160276	"For stable patients with severe narrowing of the proximal left anterior descending coronary artery who have high-risk criteria of either severe left ventricular dysfunction or evidence of a large area of potentially ischemic myocardium, regardless of anginal severity, we recommend coronary revascularization with either coronary artery bypass grafting or percutaneous coronary intervention (PCI), as opposed to medical therapy, to improve survival."	1
160277	"For patients in whom a decision has been made to perform revascularization the three following points should be kept in mind: There are no large, randomized trials of PCI versus CABG that are specific for proximal LAD disease."	1
160278	Not all proximal lesions carry the same prognosis or success rate with percutaneous coronary intervention (PCI).	0
160279	This information may influence decision making between PCI and CABG.	0
160280	"We suggest CABG, as opposed to PCI, for stable patients with a severe narrowing of the proximal left anterior descending coronary artery with multivessel CAD who have a moderately reduced left ventricular ejection fraction of 35 to 50 percent or a severely reduced ejection fraction of less than 35 percent."	1
160281	"We suggest CABG, as opposed to PCI, for stable patients with severe narrowing of the proximal left anterior descending coronary artery with multivessel CAD who have a large area of myocardium at risk."	1
160282	"For most other patients with proximal LAD disease in whom revascularization has been recommended, we believe that PCI is a reasonable strategy."	1
160283	"However, for those patients who prefer to accept the higher early morbidity (including an increased risk of stroke) with CABG, in exchange for a lower rate of subsequent revascularization, CABG is an appropriate strategy."	1
160284	The discussion of coronary artery revascularization in the large subgroup of patients with diabetes is found elsewhere.	1
168189	Only 40 percent of patients in primary care respond to the first choice of antidepressant medication.	1
168190	"Approximately 20 percent stop the medication due to side effects, and 30 percent have no response."	0
168191	Augmentation of treatment regimens and other treatment strategies are discussed here.	0
168192	"Initial treatment for depression, specific medications used to treat depression, changing antidepressant medications, the indications for treating unipolar major depression with ECT and its efficacy, and the prognosis of depression are discussed separately."	0
168200	Initial severity of depression and chronicity of a depressive episode are associated with a higher risk of treatment resistance.	0
168201	"Patients with higher initial severity and chronicity are also more likely to meet criteria for psychiatric comorbidities such as panic disorder, posttraumatic stress disorder, and dysthymia."	1
168202	"In patients who appear to be treatment resistant, adherence to antidepressant medication should be carefully evaluated with nonjudgmental questions such as: ""Many of my patients forget to take their medication on a regular basis. How often does that happen to you?"""	1
168203	"Patients with comorbid anxiety disorders such as panic disorder or post-traumatic stress disorder (PTSD) may be especially prone to side effects of medications, leading to nonadherence."	1
168204	"Other important factors that can limit antidepressant response are chronic social stressors such as: Marital discord, which may need to be addressed with psychotherapy."	0
168205	"Patients with severe childhood adversity such as experiences of abuse or neglect, which may need to be addressed with adjunctive psychotherapy to help improve adherence to medication, cope with chronic emotional pain, and improve interpersonal functioning."	1
168206	"Alcohol and/or substance abuse, which may impede recovery with medication and necessitate referral for substance abuse treatment."	0
168207	"Chronic physical pain, which can impede depression recovery due to effects on sleep, physical activity, social interactions and physiologic stress."	0
168208	One of the more common causes of patients failing to respond to usual treatments for major depression is undiagnosed bipolar disorder.	1
168209	"This includes bipolar I disorder, in which the patient has episodes of major depression and mania, and bipolar II disorder, in which the patient has episodes of major depression and hypomania."	0
168210	"Compared with mania, hypomania is shorter in duration and the symptoms are less intense, and thus making it more difficult to diagnose."	0
168211	"Patients with bipolar II may have been previously diagnosed with attention deficit hyperactivity disorder and may complain of distractibility, insomnia, flight of ideas, irritability, social anxiety, or bursts of goal-directed activity or speech."	1
168212	"In addition, the prevalence of substance abuse is high in patients with bipolar II disorder."	1
168213	Careful questioning for hypomanic symptoms is essential;	0
168214	input from family and friends can be important in developing an accurate history of symptoms.	0
168215	Features that are particularly helpful in suggesting bipolar rather than unipolar depression include: A family history of bipolar disorder.	0
168216	More than one family member with suicidality or substance abuse.	0
168217	Sudden onset of depression.	0
168218	"Onset at an earlier age (ie, adolescence rather than the third decade of life that is the modal decade for the onset of unipolar depression),."	0
168219	Rapid resolution of depressive symptoms after a few days of an antidepressant.	0
168220	"In addition, patients may have subthreshold bipolar disorder, defined as episodes of major depression and mood elevated symptoms that do not rise to the threshold of hypomania."	0
168221	"A 10-year prospective family study of a community sample found that among 488 people identified with major depression, 59 percent had pure unipolar major depressive disorder and 41 percent had subthreshold bipolar disorder."	1
168222	"Compared to individuals with pure major depressive disorder, those with subthreshold bipolar depression had a significantly increased family history of mania, and higher rates of nicotine and alcohol use disorders, panic disorder, and legal difficulties."	1
168223	Interrater reliability (agreement) between clinicians in diagnosing subthreshold bipolar disorder may be relatively low because of overlap with other psychiatric disorders.	0
168224	There is little evidence to indicate how clinicians should treat patients with subthreshold bipolar disorder.	1
168225	"In this context, we suggest the use of adjunctive lithium."	0
168226	"Patients with bipolar disorder often experience substantial side effects with typical antidepressant medication regimens, and have more rapid cycles of mood swings with SSRIs."	1
168227	Therapy for bipolar II should include mood stabilizers such as lamotrigine or lithium.	0
168228	A meta-analysis has shown that evidence-based psychotherapies and antidepressant medications are equally effective for patients with mild to moderate major depression.	1
168229	"Outcomes for patients with severe recurrent and treatment resistant depression, however, are significantly improved with treatment combining pharmacotherapy and psychotherapy."	1
168230	"An increment in treatment efficacy with combination treatment was demonstrated in a trial that randomly assigned 681 patients with chronic major depression for two or more years to nefazodone (maximal dose 600 mg per day), cognitive behavioral analysis therapy (CBAS), or a combination of both."	1
168231	"The overall rate of response was 48 percent for patients who received at least one treatment session with CBAS alone, or who received nefazodone alone, compared to 73 percent in the combined treatment group."	1
168232	"Differences were more striking for patients who completed the 12 week study: response rates for nefazodone, psychotherapy, and combined treatment were 55, 52, and 85 percent, respectively, and withdrawal rates were the same for all three groups."	1
168233	"Because of its potential adverse effect on the liver, however, nefazodone has been withdrawn from most world markets."	0
168234	"In another study, cognitive behavioral therapy (CBT) was not as effective as pharmacotherapy (fluoxetine or bupropion), particularly for depression with greater chronicity, in a group of men sequentially assigned to either treatment strategy."	0
168235	"Results from the STAR*D trial arms (see below) indicate that, for patients who did not respond to an initial trial of citalopram pharmacotherapy, outcome was the same for patients who elected CBT as either a switch or augmentation strategy, compared to patients who switched or augmented with medication."	1
168236	Response was more rapid for patients choosing augmentation with a second medication than with CBT;	1
168237	patients who elected to switch medications experienced more side effects than those who switched to CBT.	1
168238	"However, fewer patients than expected chose to participate in the CBT arms of the trial."	1
168239	"Randomized trials suggest that for euthymic patients with a history of at least three unipolar major depressive episodes, mindfulness-based cognitive therapy may possibly delay or prevent recurrence of major depression as effectively as medication."	1
168240	Trials that evaluated the therapy in patients with only two prior episodes found that it was not beneficial.	1
168241	"A number of pharmacologic strategies, with varying levels of supportive evidence, have been used in patients with treatment resistant depression."	1
168242	"The STAR*D trial, conducted in 18 primary care and 23 outpatient psychiatry practices, is a large study of sequential treatment strategies in a highly representative sample of outpatients with nonpsychotic major depression."	0
168243	"The randomized trial was designed to compare long term outcomes of various treatments, and to determine patient characteristics that might predict better response to one treatment over another."	0
168244	Patients were initially treated with citalopram as monotherapy.	0
168245	"Patients who failed to remit were encouraged to move through a cascade of subsequent treatments, identified as levels."	1
168246	"Patients in Level 2 were offered the option of switching treatment (to bupropion SR, sertraline, venlafaxine, or to cognitive behavioral therapy) or of augmenting citalopram with bupropion, buspirone, or CBT."	1
168247	"Patients who didn't remit were then offered Level 3 treatment: switch to mirtazapine or nortriptyline, or augmentation with lithium, triiodothyronine, sertraline or venlafaxine."	1
168248	Level 4 treatment was a switch to tranylcypromine or combination of mirtazapine plus venlafaxine.	0
168249	It has been suggested that primary care physicians might best refer patients to psychopharmacology specialists for patients requiring treatment beyond Level 2.	1
168250	"Results from the STAR-D trial are still being published, but several interim findings are discussed below."	0
168251	"Overall findings include the recognition that patients at any level who experienced clinical remission had a better long-term prognosis than patients with partial response, but that there was reluctance on the part of clinicians and patients to push treatment towards full remission."	1
168252	Longer drug exposure times than had been initially thought were required to achieve remission;	0
168253	"a modest improvement at six weeks may require a dose increase or further time (up to twelve weeks) at the same dose, for a full response."	0
168254	"Patients who fail a trial of one antidepressant can often respond to a second, whether of the same class or different class."	1
168255	"The STAR*D trial randomly assigned 727 patients who either did not achieve remission or could not tolerate a 14 week trial of citalopram to substitute one of three antidepressants: sustained release bupropion, sertraline, or venlafaxine."	1
168256	"After treatment with one of these medications for up to 14 weeks, remission was achieved in 25 percent of patients, and response in another 25 percent;"	0
168257	there was no difference in tolerance or response rates between the three medication groups.	0
168258	"Thus, patients who did not initially tolerate one SSRI (citalopram) were able to tolerate and respond to a second SSRI (eg, sertraline) to the same extent as other antidepressants were tolerated."	1
168259	"A meta-analysis of four randomized trials that included the STAR*D trial above (n=1496), however, found that remission rates were higher when patients who had not responded to an initial SSRI were switched to a non-SSRI compared to a switch to another SSRI (RR 1.29)."	1
168260	"The difference in remission rates was only modest, however;"	0
168261	"the number needed to be treated with a non-SSRI, rather than a second SSRI, is 21 to obtain one additional remission."	0
168262	After two negative SSRI trials it is preferable to choose an agent that works by modulating different neurotransmitters.	0
168263	Some evidence suggests that agents with dual action on both serotonin and norepinephrine may be more effective in patients with more severe depression.	1
168264	"These dual agent medications include first generation tricyclic antidepressants such as imipramine, clomipramine, and amitriptyline as well as venlafaxine, mirtazapine, and duloxetine."	0
168265	"Patients needing a switch to a third medication at Level 3 in the STAR*D trial, based on nonresponse, had a lower remission rate to treatment, and there was no difference between response to mirtazapine or nortriptyline."	1
168266	"Other options for antidepressants include agents that have primary action on non-serotonergic neurotransmission, such as bupropion which raises levels of dopamine and noradrenaline through reuptake inhibition of these neurotransmitters."	0
168267	"Care should be taken when switching from one antidepressant to another, as many of these drugs have overlapping side effect profiles and/or drug interactions."	0
168268	"In addition, the underlying depression should not be left untreated during the switch, if possible."	0
168269	Psychopharmacologists frequently use augmentation strategies in which one medication with a different mechanism of action is added to the first in treatment resistant patients.	0
168270	"Augmentation options include the addition of another antidepressant, lithium, an atypical antipsychotic, thyroid hormone, or a stimulant drug."	0
168271	"In a study of VA patients (n = 250,000) treated for depression in 2002, 22 percent were treated with an augmentation medication for at least 60 days."	1
168272	"The most commonly selected augmentation drugs were a second antidepressant (11 percent), an atypical antipsychotic (7 percent), and lithium (0.5 percent)."	0
168273	"Adding a second antidepressant, from a different class than the original medication, has been shown to be effective."	0
168274	A second step of the STAR*D trial randomly assigned 565 outpatients who did not achieve remission despite a mean of 12 weeks of citalopram therapy to receive augmentation with either sustained release bupropion (up to 400 mg per day) or buspirone (up to 60 mg per day).	1
168275	Remission was achieved in approximately 30 percent of patients in both groups;	1
168276	"patients who received bupropion had a lower dropout rate due to intolerance, and achieved lower scores on a depression symptom rating scale."	1
168277	"Tricyclic antidepressants, such as nortriptyline (which primarily increases noradrenaline) may also be added to an SSRI."	0
168278	"If a tricyclic antidepressant is added to an SSRI, it is important to carefully monitor side effects and tricyclic serum levels because the SSRI can increase these levels."	0
168279	S-adenosyl methionine (SAMe) is a naturally occurring molecule that appears to be an effective and well-tolerated treatment for depression.	0
168280	It is available in the United States as an oral dietary supplement.	0
168281	"In a six-week randomized trial, 73 patients with unipolar major depression who failed adequate treatment with an SSRI received adjunctive SAMe (800 mg twice per day) or placebo."	1
168282	Remission occurred in significantly more patients who received SAMe compared with placebo (36 versus 12 percent).	1
168283	"In addition, discontinuation of treatment because of adverse side effects occurred in fewer patients who received SSRI plus SAMe (5 versus 9 percent)."	1
168284	It is not known whether adjunctive SAMe is efficacious for treatment periods lasting longer than six weeks.	0
168285	"Clinicians may consider SAMe augmentation for patients with treatment resistant depression who do not respond to augmentation with either lithium or a second-generation antipsychotic, based upon the more extensive evidence supporting the use of lithium or a second-generation antipsychotic."	1
168286	Second-generation antipsychotics are efficacious as augmentation for acute unipolar major depression that does not respond to initial treatment with an antidepressant.	0
168287	"A meta-analysis of 16 randomized trials examined the efficacy of adjunctive aripiprazole, olanzapine, quetiapine, or risperidone in 3480 patients with nonpsychotic, unipolar major depression who failed at least one course of monotherapy with various antidepressants (usually a selective serotonin reuptake inhibitor or a serotonin-norepinephrine reuptake inhibitor)."	1
168288	Remission occurred in significantly more patients who received an adjunctive antipsychotic compared with adjunctive placebo (31 versus 17 percent).	1
168289	Discontinuation because of adverse side effects was significantly higher in patients who received an adjunctive antipsychotic compared with adjunctive placebo (9 versus 2 percent).	1
168290	"Use of second-generation antipsychotics as add-on therapy to treat unipolar, nonpsychotic major depression that is unresponsive to an antidepressant is discussed elsewhere."	0
168291	"The use of lithium for augmentation of antidepressants has been studied more often than other augmentation strategies, and lithium is the only medication which has been shown to decrease the rate of suicide in major depression."	0
168292	"A meta-analysis examined 10 controlled trials of augmentation of antidepressants (primarily tricyclics) in 269 depressed patients (194 unipolar, 14 bipolar, and 61 polarity not reported)."	1
168293	Significantly more patients responded to adjunctive lithium compared with placebo (41 versus 14 percent).	0
168294	"However, the use of lithium for augmentation may be declining due to the need for serum levels, side effects on initiation (GI, tremor, polyuria), and availability of other drug options."	0
168295	"The dose, duration, side effects, efficacy, and reduced risk of suicide associated with lithium are discussed elsewhere."	0
168296	Augmentation with triiodothyronine (T3) may be effective and well tolerated in patients with major depression.	1
168297	"In the Sequenced Treatment Alternatives to Relieve Depression (STAR*D) Study, an open-label, randomized trial compared adjunctive T3 with lithium in 73 patients and found that a comparable number remitted with either T3 or lithium (25 versus 16 percent), and that T3 was better tolerated."	0
168298	"However, the lithium doses used in the comparison trial may have been lower than generally used, and serum lithium levels were not regularly confirmed for therapeutic levels."	0
168299	"The use of T3 as add-on therapy to treat unipolar major depression, as well as the efficacy of adjunctive T3 compared with adjunctive lithium, are discussed separately."	0
168300	Two randomized trials involving 411 patients with treatment resistant depression (and fatigue in most cases) compared augmentation of antidepressant treatment with modafinil or placebo.	1
168301	"There was no significant difference in reducing depressive symptoms, indicating that modafinil augmentation is not efficacious in treatment resistant-depression."	0
168302	Methylphenidate as adjunctive treatment was also not effective in reducing depressive symptoms.	0
168303	"The delay in therapeutic effect of many available antidepressants may be due to their targeted action on the monoaminergic system, which is thought to be upstream from the ultimate central nervous system site responsible for response to pharmacotherapy."	0
168304	"A potential, more immediate target is the glutamatergic system, particularly the N-methyl-D-aspartate (NMDA) receptor."	0
168305	Ketamine is an NMDA receptor antagonist that is used as an anesthetic and may possibly be effective for unipolar major depression (as well as bipolar major depression.	0
168306	"Evidence for the efficacy of ketamine includes the following: A crossover trial compared a single intravenous infusion of ketamine (0.5 mg/kg) with a single infusion of saline, administered one week apart, in 18 patients with treatment resistant unipolar major depression;"	1
168307	patients were randomly assigned to the order in which they received the two infusions.	0
168308	Improvement of depression symptom rating scale scores was significantly greater with ketamine.	0
168309	"In addition, response (improvement from baseline on the depression rating scale >= 50 percent) occurred in 71 percent of patients who received ketamine within one day of the infusion, and persisted for one week in 35 percent."	1
168310	"Transient side effects that were more common with ketamine than saline included confusion, elevated blood pressure, euphoria, dizziness, and increased libido."	0
168311	An open label study that administered a single intravenous infusion of ketamine (0.5 mg/kg) to 42 patients with treatment resistant unipolar major depression found that response (improvement from baseline on the depression rating scale >= 50 percent) occurred within four hours in 62 percent.	1
168312	Other open label studies of intravenous ketamine in treatment resistant depression have also found clinically moderate to large benefits.	0
168313	"However, the long-term beneficial and adverse effects of ketamine are not known, due to lack of follow-up in these studies."	0
168314	Electroconvulsive therapy (ECT) is more efficacious than any other treatment used for severe major depression.	0
168315	"An overview of ECT, the indications for treating unipolar major depression with ECT, its efficacy, and the technique for administering it are discussed separately."	0
168316	Repetitive transcranial magnetic stimulation (rTMS) uses an electric coil to generate magnetic fields that stimulate the cerebral cortex.	0
168317	"It is very well tolerated by patients and, in contrast to ECT, does not require the use of anesthesia and does not appear to cause cognitive impairment."	0
168318	"Randomized, controlled studies of rTMS compared to placebo sham procedures have produced conflicting results."	0
168319	"A systematic review concluded that there is no strong evidence of benefit with rTMS in depressed patients, although the small sample sizes in most of the studies do not exclude the possibility of benefit."	0
